General Capability,Element,Sub-Element,Description,Level,Code,Indicator
Numeracy,Statistics and probability,Understanding chance,,Level 3,NSUnC3.5,"explains that the outcomes of chance events are either ""certain to happen"",  ""certain not to happen"" or lie somewhere in between and knows that impossible events are events that are ""certain not to happen"""
Numeracy,Statistics and probability,Understanding chance,,Level 3,NSUnC3.6,"identifies events where the chance of one event occurring will not affect the occurrence of the other (e.g. if a coin is tossed and heads have come up \(7\) times in a row, it is still equally likely that the next toss will be either a head or a tail)"
Numeracy,Statistics and probability,Understanding chance,,Level 4,NSUnC4,
Numeracy,Statistics and probability,Understanding chance,,Level 4,NSUnC4P,Probabilities
Numeracy,Statistics and probability,Understanding chance,,Level 4,NSUnC4.1,expresses the theoretical probability of an event as the number of ways an event can happen out of the total number of possibilities
Numeracy,Statistics and probability,Understanding chance,,Level 4,NSUnC4.2,identifies a range of chance events that have a probability from \(0 – 1\) (e.g. you have zero probability of rolling a \(7\) with one roll of a standard \(6\)-sided dice; the probability that tomorrow is Wednesday given today is Tuesday is one)
Numeracy,Statistics and probability,Understanding chance,,Level 4,NSUnC4.3,describes probabilities as fractions of one (e.g. the probability of an even number when rolling a dice is \(\frac36\))
Numeracy,Statistics and probability,Understanding chance,,Level 4,NSUnC4.4,"expresses probabilities as fractions, decimals, percentages and ratios recognising that all probabilities lie on a measurement scale of zero to one (e.g. uses numerical representations such as \(75\)% chance of rain or \(4\) out \(5\) people liked the story; explains why you can’t have a probability less than zero)"
Numeracy,Statistics and probability,Understanding chance,,Level 5,NSUnC5,
Numeracy,Statistics and probability,Understanding chance,,Level 5,NSUnC5CaP,Calculating probabilities
Numeracy,Statistics and probability,Understanding chance,,Level 5,NSUnC5.1,determines the probability of compound events and explains why some results have a higher probability than others (e.g. the results from tossing \(2\) coins)
Numeracy,Statistics and probability,Understanding chance,,Level 5,NSUnC5.2,"represents diagrammatically all possible outcomes (e.g. tree diagrams, two-way tables, Venn diagrams)"
Numeracy,Statistics and probability,Understanding chance,,Level 5,NSUnC5.3,"measures and compares expected results to the actual results of a chance event over a number of trials, and compares and explains the variation in results (e.g. uses probability to determine expected results of a spinner prior to trial)"
Numeracy,Statistics and probability,Understanding chance,,Level 5,NSUnC5.4,recognises that the chance of something occurring or its complement has a total probability of one (e.g. the probability of rolling a \(3\) is \(\frac16\) and the probability of not rolling a \(3\) is \(\frac56\)
Numeracy,Statistics and probability,Understanding chance,,Level 5,NSUnC5.5,"calculates and explains the difference between the probabilities of chance events with and without replacement (e.g. ""if we put all of the class names in a hat and draw them out one at a time without putting the name back in, the probability of your name getting called out increases each time because the total number of possible outcomes decreases"")"
Numeracy,Statistics and probability,Understanding chance,,Level 5,NSUnC5.6,calculates the probabilities of future events based on historical data (e.g. uses historical rainfall data to plan the date for an outdoor event)
Numeracy,Statistics and probability,Understanding chance,,Level 6,NSUnC6,
Numeracy,Statistics and probability,Understanding chance,,Level 6,NSUnC6PrR,Probabilistic reasoning
Numeracy,Statistics and probability,Understanding chance,,Level 6,NSUnC6.1,"recognises combinations of events and the impact they have on assigning probabilities (e.g. and, or, not, if not, at least)"
Numeracy,Statistics and probability,Understanding chance,,Level 6,NSUnC6.2,solves conditional probability problems informally using data in two-way tables and authentic contexts
Numeracy,Statistics and probability,Understanding chance,,Level 6,NSUnC6.3,evaluates chance data reported in media for meaning and accuracy
Numeracy,Statistics and probability,Understanding chance,,Level 6,NSUnC6.4,applies probabilistic/chance reasoning to data collected in statistical investigations when making decisions acknowledging uncertainty
Numeracy,Statistics and probability,Interpreting and representing data,"<p>This sub-element describes how a student becomes increasingly able to recognise, use and interpret visual and numerical displays to describe data associated with statistical investigations, and to critically evaluate investigations by others. They learn to employ the sequence of steps involved in a statistical investigation: posing questions, collecting and analysing data, and drawing conclusions.</p>",,NSIRD,
Numeracy,Statistics and probability,Interpreting and representing data,,Level 1,NSIRD1,
Numeracy,Statistics and probability,Interpreting and representing data,,Level 1,NSIRD1EDCR,Emergent data collection and representation
Numeracy,Statistics and probability,Interpreting and representing data,,Level 1,NSIRD1.1,poses and answers simple questions and collects responses (e.g. collects data from a simple yes/no question by getting respondents to form a line depending upon their answer)
Numeracy,Statistics and probability,Interpreting and representing data,,Level 1,NSIRD1.2,"displays information using real objects, drawings or photographs (e.g. collects leaves from outside the classroom and displays them in order of size)"
Numeracy,Statistics and probability,Interpreting and representing data,,Level 1,NSIRD1.3,sorts and classifies shapes and objects into groups based on their features or characteristics and describes how they have been sorted (e.g. sorts objects by colour)
Numeracy,Statistics and probability,Interpreting and representing data,,Level 1,NSIRD1.4,"identifies things that vary or stay the same in everyday life (e.g. ""it is always dark at night""; ""although jellybeans are the same size, they can be different colours"")"
Numeracy,Statistics and probability,Interpreting and representing data,,Level 2,NSIRD2,
Numeracy,Statistics and probability,Interpreting and representing data,,Level 2,NSIRD2B1D,Basic one-to-one data displays
Numeracy,Statistics and probability,Interpreting and representing data,,Level 2,NSIRD2.1,"poses questions that could be investigated from a simple numerical or categorical data set (e.g. number of family members, types of pets, where people live)"
Numeracy,Statistics and probability,Interpreting and representing data,,Level 2,NSIRD2.2,displays and describes one variable data in lists or tables
Numeracy,Statistics and probability,Interpreting and representing data,,Level 2,NSIRD2.3,"communicates information through text, picture graphs and tables using numbers and symbols (e.g. creates picture graphs to display one-variable data)"
Numeracy,Statistics and probability,Interpreting and representing data,,Level 2,NSIRD2.4,responds to questions and interprets general observations made about data represented in simple one-to-one data displays (e.g. responds to questions about the information represented in a simple picture graph that uses a one-to-one representation)
Numeracy,Statistics and probability,Interpreting and representing data,,Level 3,NSIRD3,
Numeracy,Statistics and probability,Interpreting and representing data,,Level 3,NSIRD3Col,"Collecting, displaying and interpreting categorical data"
Numeracy,Statistics and probability,Interpreting and representing data,,Level 3,NSIRD3.1,designs survey questions to collect categorical data (e.g. creates a suite of survey questions to plan the end of year class party)
Numeracy,Statistics and probability,Interpreting and representing data,,Level 3,NSIRD3.2,"collects, records and displays one-variable data in variety of ways such as tables, charts, plots and graphs using the appropriate digital tools (e.g. uses a spreadsheet to record data collected in a class survey and generates a column graph to display the results)"
Numeracy,Statistics and probability,Interpreting and representing data,,Level 3,NSIRD3.3,displays and interprets categorical data in one-to-many data displays
